NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,23,27,7,25,0.1103828,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,23,27,7,25,0.2013479,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,23,27,7,25,0.3028839,0
0,1,2,1,0,0.3075551,0.2084997,8.407556,15,3,27,27,3,27,1,2,23,27,7,25,0.4018221,3
0,1,2,1,0,0.3075551,0.008498904,8.607556,15,3,27,27,3,27,1,2,23,27,7,25,0.5029545,3
0,1,2,2,0,0.7075547,0.008498904,0.6085013,15,3,27,27,3,27,1,2,23,27,7,25,0.6010035,1
0,1,2,2,0,1.207554,0.008498904,0.6085013,15,3,27,27,3,27,1,2,23,27,7,25,0.7004647,1
0,1,2,2,0,1.707554,0.008498904,0.6085013,15,3,27,27,3,27,1,2,23,27,7,25,0.8033293,1
0,1,2,2,0,2.207553,0.008498904,0.6085013,15,3,27,27,3,27,1,2,23,27,7,25,0.9041012,1
0,1,2,2,0,2.707553,0.008498904,0.6085013,15,3,27,27,3,27,1,2,23,27,7,25,1.000551,1
0,1,2,2,0,3.207552,0.008498904,0.6085013,15,3,27,27,3,27,1,2,23,27,7,25,1.103342,1
0,1,2,2,0,3.707552,0.008498904,0.6085013,15,3,27,27,3,27,1,2,23,27,7,25,1.20192,1
2,2,2,2,0.6085036,0.00849652,7.808498,0.808502,15,3,27,27,3,27,1,2,23,27,7,25,1.300634,3
2,2,2,2,0.6085036,0.00849652,7.308496,1.308504,15,3,27,27,3,27,1,2,23,27,7,25,1.404242,3
2,2,2,2,0.6085036,0.00849652,6.808494,1.808506,15,3,27,27,3,27,1,2,23,27,7,25,1.501465,3
2,2,2,2,0.6085036,0.00849652,6.308492,2.308507,15,3,27,27,3,27,1,2,23,27,7,25,1.604536,3
2,2,2,2,0.6085036,0.00849652,5.80849,2.80851,15,3,27,27,3,27,1,2,23,27,7,25,1.7037,3
2,2,2,2,0.6085036,0.00849652,5.308488,3.308511,15,3,27,27,3,27,1,2,23,27,7,25,1.800531,3
2,2,2,2,0.6085036,0.00849652,4.808486,3.808513,15,3,27,27,3,27,1,2,23,27,7,25,1.900294,3
2,2,2,2,4.608503,0.00849652,4.308484,4.308515,15,3,27,27,3,27,1,2,23,27,7,25,2.000828,3
2,2,2,2,0.6085036,0.00849652,3.808482,4.808517,15,3,27,27.3,2.7,27,1,2,23,27,7,25,2.100802,3
2,2,2,2,0.6085036,0.00849652,3.308481,5.308519,15,3,27,27.3,2.7,27,1,2,23,27,7,25,2.20094,3
2,2,2,2,0.6085036,0.00849652,2.808479,5.808521,15,3,27,27.3,2.7,27,1,2,23,27,7,25,2.301644,3
2,2,2,2,0.6085036,0.00849652,2.308477,6.308523,15,3,27,27.3,2.7,27,1,2,23,27,7,25,2.40269,3
2,2,2,2,0.6085036,0.00849652,1.808475,6.808525,15,3,27,27.3,2.7,27,1,2,23,27,7,25,2.502813,3
2,2,2,2,0.6085036,0.00849652,1.308473,7.308527,15,3,27,27.3,2.7,27,1,2,23,27,7,25,2.602413,3
2,2,2,2,0.4085038,0.2084963,1.008472,7.608528,15,3,27,27.3,2.7,27,1,2,23,27,7,25,2.701916,1
2,2,2,2,0.00850415,0.608496,1.008472,7.608528,15,3,27,27.3,2.7,27,1,2,23,27,7,25,2.800971,1
2,2,2,2,0.00850415,0.608496,1.008472,7.608528,15,3,27,27.3,2.7,27,1,2,23,27,7,25,2.902171,1
2,2,2,2,0.00850415,0.608496,1.008472,7.608528,15,3,27,27.3,2.7,27,1,2,23,27,7,25,3.002412,1
2,2,2,2,0.00850415,0.608496,0.9084719,7.708529,15,3,27,27.3,2.7,27,1,2,23,27,7,25,3.101081,3
0,1,2,2,0,4.607551,0.4084699,8.20853,15,3,27,27.3,2.7,27,1,2,23,27,7,25,3.201897,3
1,1,1,2,19.90756,4.707551,0.2075242,0.408531,15,3,27,27.3,2.7,27,1,2,23,27,7,25,3.300506,1
1,1,1,2,19.40756,5.20755,0.2075242,0.408531,15,3,27,27.3,2.7,27,1,2,23,27,7,25,3.400243,1
1,1,1,2,18.90756,5.707551,0.2075242,0.408531,15,3,27,27.3,2.7,27,1,2,23,27,7,25,3.500461,1
1,1,1,2,18.40756,6.207554,0.2075242,0.408531,15,3,27,27.3,2.7,27,1,2,23,27,7,25,3.602639,1
1,1,1,2,17.90755,6.707556,0.2075242,0.408531,15,3,27,27.3,2.7,27,1,2,23,27,7,25,3.703556,1
1,1,1,2,17.40755,7.207557,0.2075242,0.408531,15,3,27,27.3,2.7,27,1,2,23,27,7,25,3.800458,1
1,1,1,2,16.90755,7.707559,0.2075242,0.408531,15,3,27,27.3,2.7,27,1,2,23,27,7,25,3.903761,1
1,1,2,2,16.40755,8.207561,0.2084692,0.408531,15,3,27,27.3,2.7,27,1,2,23,27,7,25,4.00078,1
1,1,2,2,15.90755,8.707563,0.2084692,0.408531,15,3,26.5,27.3,2.7,27,1,2,23,27,7,25,4.100109,1
1,1,2,2,15.40755,9.207565,0.2084692,0.408531,15,3,26,27.3,2.7,27,1,2,23,27,7,25,4.202323,1
1,1,2,2,14.90754,9.707567,0.2084692,0.408531,15,3,25.49999,27.3,2.7,27,1,2,23,27,7,25,4.302291,1
1,1,1,2,14.40754,10.20757,8.207523,0.408531,15,3,24.99999,27.3,2.7,27,1,2,23,27,7,25,4.401404,1
1,1,2,2,13.90754,10.70757,0.2084692,0.408531,15,3,24.49999,27.3,2.7,27,1,2,23,27,7,25,4.500641,1
1,1,2,2,13.40754,11.20757,0.2084692,0.408531,15,3,23.99999,27.3,2.7,27,1,2,100,100,7,25,4.603371,1
1,1,2,2,12.90753,11.70757,0.2084691,0.408531,15,3,23.49999,27.3,2.7,27,1,2,100,100,7,25,4.700953,1
1,1,2,2,12.40753,12.20758,0.2084692,0.408531,15,3,22.99998,27.3,2.7,27,1,2,100,100,7,25,4.80508,1
0,1,2,2,0,12.70758,0.2084692,0.408531,15,3,22.49998,27.3,2.7,27,0,2,100,100,7,25,4.901781,1
0,1,2,2,0,13.20758,0.2084692,0.408531,15,3,21.99998,27.3,2.7,27,0,2,100,100,7,25,5.002861,1
