NEIGHBORHOOD_UP_0,NEIGHBORHOOD_UP_1,NEIGHBORHOOD_UP_2,NEIGHBORHOOD_UP_3,NEIGHBORHOOD_UP_4,NEIGHBORHOOD_UP_5,NEIGHBORHOOD_UP_6,NEIGHBORHOOD_UP_7,NEIGHBORHOOD_UP_8,NEIGHBORHOOD_UP_9,NEIGHBORHOOD_UP_10,NEIGHBORHOOD_DOWN_0,NEIGHBORHOOD_DOWN_1,NEIGHBORHOOD_DOWN_2,NEIGHBORHOOD_DOWN_3,NEIGHBORHOOD_DOWN_4,NEIGHBORHOOD_DOWN_5,NEIGHBORHOOD_DOWN_6,NEIGHBORHOOD_DOWN_7,NEIGHBORHOOD_DOWN_8,NEIGHBORHOOD_DOWN_9,NEIGHBORHOOD_DOWN_10,NEIGHBORHOOD_RIGHT_0,NEIGHBORHOOD_RIGHT_1,NEIGHBORHOOD_RIGHT_2,NEIGHBORHOOD_RIGHT_3,NEIGHBORHOOD_RIGHT_4,NEIGHBORHOOD_RIGHT_5,NEIGHBORHOOD_RIGHT_6,NEIGHBORHOOD_RIGHT_7,NEIGHBORHOOD_RIGHT_8,NEIGHBORHOOD_RIGHT_9,NEIGHBORHOOD_RIGHT_10,NEIGHBORHOOD_LEFT_0,NEIGHBORHOOD_LEFT_1,NEIGHBORHOOD_LEFT_2,NEIGHBORHOOD_LEFT_3,NEIGHBORHOOD_LEFT_4,NEIGHBORHOOD_LEFT_5,NEIGHBORHOOD_LEFT_6,NEIGHBORHOOD_LEFT_7,NEIGHBORHOOD_LEFT_8,NEIGHBORHOOD_LEFT_9,NEIGHBORHOOD_LEFT_10,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action_int
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.307507,19.3076,0.1084993,0.5085009,15.0,3.0,27.3,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,14.6032,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.807505,19.80761,0.1084993,0.5085009,15.0,3.0,27.3,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,14.70326,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.307503,0.0,0.1084993,0.5085009,15.0,3.0,27.3,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,14.80205,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.807502,0.0,0.1084993,0.5085009,15.0,3.0,27.3,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,14.90012,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3075,0.0,0.1084993,0.5085009,15.0,3.0,27.3,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,15.00393,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707498,0.0,0.1084993,0.5085009,15.0,3.0,27.3,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,15.11143,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.307496,0.0,0.1084993,0.5085009,15.0,3.0,27.3,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,15.20049,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.807494,0.0,0.1084993,0.5085009,15.0,3.0,27.3,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,15.30575,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.307492,0.0,0.1084993,0.5085009,15.0,3.0,27.3,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,15.4031,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8074902,0.0,0.1084993,0.5085009,15.0,3.0,27.3,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,15.50035,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3074883,0.0,16.10756,8.507556,15.0,3.0,27.3,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,15.60841,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007487177,0.0,16.00755,8.607556,15.0,3.0,27.3,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,15.70212,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007487177,0.608568,15.50755,9.107558,15.0,3.0,27.3,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,15.8057,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007487177,0.608568,15.00755,9.60756,15.0,3.0,27.3,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,15.90224,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007487177,0.608568,14.50755,10.10756,15.0,3.0,27.3,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,16.0072,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007487177,0.608568,14.00755,10.60756,15.0,3.0,26.8,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,16.1003,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007487177,0.608568,13.50755,11.10757,15.0,3.0,26.3,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,16.20745,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007487177,0.608568,13.00754,11.60757,15.0,3.0,25.8,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,16.30002,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007487177,4.607623,12.50754,12.10757,15.0,3.0,25.29999,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,16.40718,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007487177,4.607622,12.00754,12.60757,15.0,3.0,24.79999,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,16.50143,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007487177,0.608568,11.50754,13.10757,15.0,3.0,24.29999,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,16.6052,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007487177,0.608568,11.00753,13.60758,15.0,3.0,23.79999,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,16.70527,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007487177,0.608568,10.50753,14.10758,15.0,3.0,23.29999,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,16.80294,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007487177,0.608568,10.00753,14.60758,15.0,3.0,22.79998,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,16.90595,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007487177,0.608568,9.507529,15.10758,15.0,3.0,22.29998,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,17.0057,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007487177,0.608568,9.007527,15.60758,15.0,3.0,21.79998,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,17.10404,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007487177,9.100496,8.507525,16.10759,15.0,3.0,21.29998,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,17.20211,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007487177,0.0,8.007524,16.60759,15.0,3.0,20.79998,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,17.30153,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007487177,0.608568,7.507522,17.10759,15.0,3.0,20.29997,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,17.40625,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007487177,0.608568,7.407521,17.20759,15.0,3.0,19.79997,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,17.50718,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007487177,0.608568,7.807522,16.80759,15.0,3.0,19.29997,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,17.60685,4
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007487177,8.957856,8.307525,16.30759,15.0,3.0,18.79997,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,17.70297,4
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007487177,8.957856,8.607525,16.00758,15.0,3.0,18.19997,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,17.8121,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3074883,8.657855,8.607526,16.00758,15.0,3.0,17.79996,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,17.90487,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8074903,0.0,0.6084707,0.008529422,15.0,3.0,17.29996,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,18.0054,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.307492,0.0,0.6084707,0.008529422,15.0,3.0,17.29996,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,18.10571,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.807494,0.0,0.6084707,0.008529422,15.0,3.0,17.29996,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,18.20184,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.307496,0.0,0.6084707,0.008529422,15.0,3.0,17.29996,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,18.30894,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.507497,0.0,0.6084707,0.008529422,15.0,3.0,17.29996,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,18.40441,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.507497,0.0,0.4084699,0.2085302,15.0,3.0,17.29996,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,18.50542,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.507497,0.0,0.4084699,0.2085302,15.0,3.0,17.29996,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,18.60061,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.007499,0.0,0.4084699,0.2085302,15.0,3.0,17.29996,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,18.70392,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5075,0.0,0.4084699,0.2085302,15.0,3.0,17.29996,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,18.80527,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.007503,0.0,0.4084699,0.2085302,15.0,3.0,17.29996,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,18.9012,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.507504,0.0,0.4084699,0.2085302,15.0,3.0,17.29996,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,19.0006,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.007506,19.6076,0.4084699,0.2085302,15.0,3.0,17.29996,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,19.10632,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.507508,19.1076,0.4084699,0.2085302,15.0,3.0,17.29996,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,19.20748,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.00751,18.6076,0.4084699,0.2085302,15.0,3.0,17.29996,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,19.30116,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.507512,18.1076,0.4084699,0.2085302,15.0,3.0,17.29996,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,19.40631,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.007514,17.6076,0.4084699,0.2085302,15.0,3.0,17.29996,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,19.5073,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.507515,17.10759,0.4084699,0.2085302,15.0,3.0,17.29996,16.99996,100.0,100.0,1.0,2.0,25.0,27.0,23.0,27.0,19.60511,2
